SN,Product Name,Image Link,Photo,"Product label
(3-5 Characters)",Category Name,Processes,"Weight 
(gm)","Cost Price
(Nrs)",HS CODE,Description,"Variations
Color Code",Tags,"Product Image
Website Link","Product_image
(Drive Link)",Attributes,Additional Category,Occassion,Type,stock
11,7cm Cat Head,,,7CATH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",14.00,,5602.10.00,"It features a round shape with pointy ears, a soft pink nose, and white felt details for the eyes and mouth, giving it a sleepy or whimsical expression",,,https://www.feltandyarn.com/halloween/1351-7027-7cm-spooky-felt-cat-head-10-off.html#/388-package-10_pieces,,,,Halloween,Hanging,
12,7cm White Ghost,,,7WHGH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",4.00,,5602.10.00,"Crafted from soft white wool, it features a rounded, wavy ghost shape with black felt eyes and mouth, giving it a classic spooky-yet-cute Halloween look.",,,https://www.feltandyarn.com/halloween/1289-36231-7cm-felt-spooky-white-ghost-.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1vYXeb3booC5w5cLbTf54TBRx-AJXtSmB?usp=drive_link,,,Halloween,"Craft, Decor",
13,3cm Eyeball,,,3EYBAL,--- Seasonal Ornaments,"Wet Felting, Needling",8.00,,5602.10.00,"The base of eyeball is wet felted. The size of eyeball is 3cm. Each eyeball is in white color with different color iris, all having black pupil with white highlights.","Base color #1, eye color #36,#50,#39,
#1,  #36,#100,#8,
#1,  #36,#86,#14,
#1,  #36,#10,#49
#1,  #36,#94,#13,
#1,  #36,#52,#71 (with hanger),
#1,  #36,#73,#7,
#1,  #36,#66,#32,
#1,  #36,#95,#51,
#1,  #36,#59 and #39,
#1,  #36,#21,#73,
#1,  #36,#53,#51,
#1,  #36,#13,#32",,https://www.feltandyarn.com/halloween/1409-23412-3cm-creepy-halloween-felt-eyeballs-.html#/1267-halloween-d1_inner_66_outer_32,https://drive.google.com/drive/folders/1hbBSFM0D3uwkELy049i1Kk_gqIQ2djw9?usp=drive_link,,,Halloween,"Craft, Decor",
14,5x4cm Candy Corn,https://www.feltandyarn.com/14248-large_default/5cm-felt-candy-corn-.jpg,,5CAND,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",5.00,,5602.10.00,"The candy corn is crafted with wet felted technique. It has yellow bottom,orange mid and white on top layer. The height is 5cm with 4cm width. ","Top #1, Mid #8, Bottom #5,
#1,#91,#5,
#1,#84,#4,
#1,#93,#5,
",,https://www.feltandyarn.com/halloween/1266-6973-5cm-felt-candy-corn-.html#/396-package-50_pieces/703-halloween-bright_coral,https://drive.google.com/drive/folders/1J_H9YMf5mMPTAYllp5GwMSfAH2gtexaL?usp=drive_link,,,Halloween,"Craft, Decor",
15,Rae Dunn Mug,,,READM,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",3.00,,5602.10.00,"It is 4cm height.Thisf elted mugs handcrafted from wool. Each tiny mug is designed in white felt with unique, colorful decorations, giving them a cozy and festive look.",,,https://www.feltandyarn.com/halloween/1373-16979-4cm-felt-mini-rae-dunn-mugs.html#/714-halloween-boo,,design,,Halloween,"Craft, Decor",
16,Devil with Red Horn,,,DEVIL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",24.00,,5602.10.00,"The head is 5cm and horn is 4 cm. The ball and horn are crafted seperately and swed together. It has the orange head,yellow eye and black smiling mouth designed with two red horns.",,,https://www.feltandyarn.com/halloween/2297-23730-9cm-felt-red-horn-devil.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1nfcrSTtrubWTUWmQ4cseVEcpIeM8TkMp?usp=drive_link,,,Halloween,"Craft, Decor",
17,6cm Chilling Bat,,,6CBAT,--- Holiday & Seasonal Shapes,Wet Felting,4.00,,5602.10.00,The base color is #36. The bat is crafted with the soft black wool. It has the 6cm of wing span.,,,https://www.feltandyarn.com/halloween/1404-7097-6cm-chilling-felt-halloween-bat-.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1qkQ_L5dFPhKPrsZf7Lk92iJYW4GocHBa?usp=drive_link,,,Halloween,"Craft, Decor",
18,Dracula Head,,,DRAHE,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",6.00,,5602.10.00,The ball size is 4cm with base color #36.The dracula has black eye with two little white fang. The hair is black and has different color face variations available.,,,https://www.feltandyarn.com/halloween/2074-36381-4cm-wool-felt-dracula-head.html#/2266-halloween-purple_dracula,https://drive.google.com/drive/folders/1fqB3JGi3fgJOGNGtx733OAZVoGxlUzXt?usp=drive_link,base color,,Halloween,Hanging,
19,One-Eyed Monster,,,ONEYE,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",12.00,,5602.10.00,The 5 cm with horns( 3cm for ball and 2 cm for horns).The one-eye monster has the white with black eye and smiling mouth the white teeth outside the mouth. It has two horns.,,,https://www.feltandyarn.com/halloween/2261-23657-5cm-needle-felted-one-eyed-monster-.html#/830-color-spring_creen_6,https://drive.google.com/drive/folders/1CExLN9p1R1b6g1R9NBAAuEzA3mSM_9vL?usp=drive_link,base color,,Halloween,"Craft, Decor",
20,3cm Spider,,,3SPID,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",6.00,,5602.10.00,The base color is #36 and eyes #1 with #36. The spider is wet felted with black wool. It has the white with black eyes. The spider has 6 legs.,,,https://www.feltandyarn.com/halloween/2081-18988-3cm-halloween-felt-spider.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1CeW-Dp2eiqckb90bFFdLJU2beUlPoSQx?usp=drive_link,,,Halloween,"Craft, Decor",
21,Purple Witch Hat,,,PURWH,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",6.00,,5602.10.00,It is 6.5cmm width. It has the #36 belt with the #93 buckle.Tha hat is wet felted and belt and buckle is needled. The buckle is in the various color combination.,,,https://www.feltandyarn.com/halloween/2088-19017-65cm-felted-purple-witch-hat.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1ilIHp3nmZf5EdtVh3o0Ugl0xSrRkI6wz?usp=drive_link,,,Halloween,"Craft, Decor",
22,Stitched White Ghost,,,STWH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",10.00,,5602.10.00,It has the 10cm height and 5cm width. The ghost is stitched with white soft wool. It features the black eye and mouth.,,,https://www.feltandyarn.com/halloween/2003-17766-10x5cm-stitched-white-halloween-felt-ghost.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1EbR6mnZ8x489Y2X7GJGX46FYZ5PvHnDH?usp=drive_link,,,Halloween,"Craft, Decor",
23,Poisoned Apple,,,POAP,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",18.00,,5602.10.00,"It is crafted with the red and green felted wool, designed looks like dripping posion effect.The green face is melting over the red apple. It resembled like skull face with eye nose and mouth cut out. It has the brown stem for added details.",,,https://www.feltandyarn.com/halloween/2487-34526-5cm-wool-felt-poisoned-apple.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1WXhbLYaERB9tGd-KUfUojbfAx4jc591F?usp=drive_link,,,Halloween,Hanging,
24,10cm Stitched Bat,,,10SBAT,--- Holiday & Seasonal Shapes,Wet Felting,5.00,,5602.10.00,It has the width of 10cm.The bat is crafted with the black felted wool. ,,,https://www.feltandyarn.com/halloween/2105-19199-10cm-stitched-felt-black-bat.html#/396-package-50_pieces,https://drive.google.com/drive/folders/1_JXk3IyOrIC9txOUw1rWL9rcxv6v2U8g?usp=drive_link,,,Halloween,"Craft, Decor",
25,Bat Head,,,BTHED,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",18.00,,5602.10.00,"It is crafted with black wool. The face has the big yellow eye ,pink ears and white mouth with pink cheeks. The bat has string for decoration. The size of the bat face with ears is 7cm.",,,https://www.feltandyarn.com/halloween/1349-7032-7cm-felt-spooky-bat-head.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1BcFLbOFkB5NbFILngLAdbK02jAIl1aGW?usp=drive_link,,,Halloween,Hanging,
26,Creppy Girl Ghost,https://www.feltandyarn.com/15099-large_default/9cm-black-hair-creepy-felt-ghost-ornament-.jpg,Loading...,CREPG,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",11.00,,5602.10.00,The white ghost has the long hair with smiling face. The body and head is sewed together and hair is needled.,,,https://www.feltandyarn.com/halloween/1348-6998-9cm-black-hair-creepy-felt-ghost-ornament-.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1pWylejuLGG9Jud-wu6wdK5wBHe831oe4?usp=drive_link,,,Halloween,Hanging,
27,Monster Skull,,,MONSL,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",5.00,,5602.10.00,"The base color is #46 and face with #36. The face is crafted with white soft wool. It features the black eye, nose and mouth stitched together.",,,https://www.feltandyarn.com/halloween/1418-7135-65cm-halloween-felt-skull.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1Gk55ljLeAxHgxsO63QF1nrmd2Ystu8Sp?usp=drive_link,,,Halloween,"Craft, Decor",
28,Witch's Cauldron,https://www.feltandyarn.com/16927-large_default/3cm-mini-felt-witch-s-cauldron.jpg,Loading...,WICAU,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",2.00,,5602.10.00,The pot is #30 and the top portion #53. It is crafted with soft brown wool and top portion is needled repeatedly until compact and hold form.,,,https://www.feltandyarn.com/halloween/2559-36353-3cm-mini-felt-witch-s-cauldron.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1Zy1eAicy5fwP6660WB0f01KptsYl_iIF?usp=drive_link,,,Halloween,"Craft, Decor",
29,Cheeky Skull,https://www.feltandyarn.com/15120-large_default/6cm-cheeky-wool-felt-skull-10-off.jpg,,CHSKL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",14.00,,5602.10.00,"The skull is crafted with the white soft felted wool. It featues the black with white eye, black nose and mouth. It has pink cheeks with the string for hanging. ",,,https://www.feltandyarn.com/halloween/1750-7165-6cm-cheeky-wool-felt-skull-10-off.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1ctxrpOinZowlC5LOrUK0ECON5dPUYCcZ?usp=drive_link,,,Halloween,Hanging,
30,Gnomes,,,GNOME,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",26.00,,5602.10.00,The gnome is crafted with black soft felted wool. The face is covered with black hat and nose is seen with long brown bread. The hat has bat design needled on the top of it.The hat and leg are yellow.,,,https://www.feltandyarn.com/halloween/2267-23632-wool-felt-halloween-gnomes.html#/389-package-15_pieces,https://drive.google.com/drive/folders/1Uw4hyT-mnnwDQBMsXI5tyiVbpWNSpUEt?usp=drive_link,,,Halloween,"Craft, Decor",
31,Plushy Zombie,https://www.feltandyarn.com/15132-large_default/10cm-green-plushy-felt-zombie.jpg,,PLUSH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",9.00,,5602.10.00,"The doll is crafted with green felted wool. It featues the black with white eye, black with pink mouth, pink cheeks. The clothes has the designed of stiching giving the looks of ragged. It has the height of 10cm. The body and head is sewed together.",,,https://www.feltandyarn.com/halloween/1352-7052-10cm-green-plushy-felt-zombie.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1FAGpvRAXtB5FZcPXu9xZlgp8675rb_ta?usp=drive_link,,,Halloween,Hanging,
32,Skull with Cowboy Hat,https://www.feltandyarn.com/14344-large_default/7cm-felt-skull-with-cowboy-hat.jpg,,SKUCO,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",17.00,,5602.10.00,"The skull is white with.black stitched details for the eyes, nose, mouth and red accent inside the eyes. The brown felt hat with yellow designed are sewed together which give the cowboy skelteon looks.",,,https://www.feltandyarn.com/halloween/2442-31806-7cm-felt-skull-with-cowboy-hat.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1RsNU-pvcNDYQxJwQylLUtDudPHQSkWAP?usp=drive_link,,,Halloween,"Craft, Decor",
33,Haunted Bride,https://www.feltandyarn.com/14377-large_default/13cm-spooky-felt-haunted-bride-ghost.jpg,,HAUTB,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",23.00,,5602.10.00,"It is 13cm long in height. It has a long white gown with subtle shaping at the bottom, a hood-like head covering, and striking facial details. Its face is crafted with black felt accents around the eyes and mouth, with embroidered yellow eyes and dramatic black streaks running downward.",,,https://www.feltandyarn.com/halloween/2447-31826-13cm-spooky-felt-haunted-bride-ghost.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1tTGuriYoHP43f_yeJvJLlaNs2Ii1uQcO?usp=drive_link,,,Halloween,"Craft, Decor",
34,Haunted Skull with Nervers,,,HASKL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",11.00,,5602.10.00,The skull is white with the black stitched mouth. The eyes are green with the black inner. The red nerve needled over the head. The skull size is 5cm. ,,,https://www.feltandyarn.com/halloween/2445-31821-5cm-haunted-felt-skull-with-nerves.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1mBYol06d2FvPuXLUInFer85z2P8gYRdR?usp=drive_link,,,Halloween,"Craft, Decor",
35,Red Eye Mummy,,,REDMU,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",23.00,,5602.10.00,It is the red eyed mummy with the white cloth. The body is tightly wrapped with the white soft wool to resemble the classic mummy bandages. It's face peeked through with red eyes and stitched black mouth. ,,,https://www.feltandyarn.com/halloween/2446-31831-10cm-scary-felt-red-eyed-mummy.html#/390-package-20_pieces,https://drive.google.com/drive/folders/10cHRaud1HYgEAeSINYBGarJlkjTTtaRl?usp=drive_link,,,Halloween,"Craft, Decor",
36,Pirate Skull,,,PISKL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",15.00,,5602.10.00,The skull is crafted with the white soft felted wool. It has the stitched mouth. The right eye has a black eyepatch and left eye is in black with red accent inside the eye. It has the black pirate hat that is sewed together.,,,https://www.feltandyarn.com/halloween/2444-31816-6cm-needle-felted-pirate-skull.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1ew455tc-696SUqeexot4Fv5vx8MttIK_?usp=drive_link,,,Halloween,"Craft, Decor",
37,Creepy Pumpkin,,,CRPUM,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing, Needling",9.00,,5602.10.00,"The pumkin is wet felted. It has the size of 4cm. It base color is in the orange color with the black stitched mouth, needled nose and eyes with the red inner accent. It has brown stem on the top.",,,https://www.feltandyarn.com/halloween/2448-31836-4cm-needle-felted-creepy-pumpkin.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1rOGpXSrcYmqj_cq_dhiFmJQF52nWJYru?usp=drive_link,,,Halloween,"Craft, Decor",
38,Headband Skull,,,HEASKL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",14.00,,5602.10.00,The skull size is 4cm with red headband around the top of skull. It has one eye covered with eyepatch,,,https://www.feltandyarn.com/halloween/2440-31796-4cm-red-felt-headband-skull.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1jWYVvz0XlDkkGxPF7RAdzNih0SuaFfp-?usp=sharing,,,Halloween,"Craft, Decor",
39,Red Horn Skull,,,HORSKL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",12.00,,5602.10.00,"It has the base color of #01, #03 Horn and eyeballs, #01 skull, #36 eyes, stitched mouth and nose",,,https://www.feltandyarn.com/halloween/2441-31801-8cm-felt-skull-with-red-horn.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1zsUFe3_k0GTny4jbfWgheNb6WwqjfEU2?usp=drive_link,,,Halloween,"Craft, Decor",
40,Jack O'Lantern ,https://www.feltandyarn.com/16937-large_default/7x4cm-felt-jack-o-lantern-with-witch-hat.jpg,,JOLAN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",8.00,,5602.10.00,"It has 7cm height with 4cm width. The pumpkin has the orange ball with black needled eye nose and smiling mouth. It has black hats,soft peach with white buckle designed on it.",,,https://www.feltandyarn.com/halloween/2068-36380-7x4cm-felt-jack-o-lantern-with-witch-hat.html#/2265-halloween-jack_o_lantern_pumpkin1,https://drive.google.com/drive/folders/1rYS3pxiUZZ878yLG9vglW2OXym-KDQz8?usp=drive_link,"base color, buckle color",,Halloween,"Craft, Decor",
41,Mickey Mouse Ghost,,,MMGHO,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",3.00,,5602.10.00,"It has 7cm height ,5 cm width with ears. It is crafted with the white soft felted wool. It features the black eyes sewed on the body. The eyes, nose and smiling mouth are on black needled. Also added black needled design on the body.",,,https://www.feltandyarn.com/halloween/2085-19007-7cm-halloween-felt-mickey-mouse-ghost.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1a1-kn2aH2cDI41Kw9-bObRzeRxwRQ2Wi?usp=drive_link,,,Halloween,Hanging,
42,Poison Bottle,,,POISO,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",4.00,,5602.10.00,The bottle is crafted with purple soft wool. It has the cap of brown. It has the designed of stitched around the bottle. It features needled  white skull with cross skeleton design. ,,,https://www.feltandyarn.com/halloween/2270-23640-7cm-felt-poison-bottle.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1P5hdSK9FF1h56_AEgq0BodkucDFJ44QK?usp=drive_link,,,,"Craft, Decor",
43,Pumpkin Head Scarecrow,,,SCARE,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching, Sewing",12.00,,5602.10.00,The height of pumpkin scarecrow is 12cm. It has the head of yellow pumpkin with brown stem. The eyes and mouth are stitched on top of it. It has the black cloth with camo green underskrit.,,,https://www.feltandyarn.com/halloween/2321-23824-12cm-felt-pumpkin-head-scarecrow.html#/396-package-50_pieces,https://drive.google.com/drive/folders/1XYB6xkvs9aEmdGWoDxK180ZITwt0BK1k?usp=drive_link,,,Halloween,Hanging,
44,Cheeky Pumpkin,https://www.feltandyarn.com/14965-large_default/5cm-cute-halloween-cheeky-felt-pumpkin.jpg,,CPUMP,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",14.00,,5602.10.00,"The base is wet felted.It’s crafted from bright orange wool with stitched ridges to mimic a pumpkin’s natural shape and topped with a green felt stem. The pumpkin features a smiling face with black eyes, pink cheeks, and a tiny black mouth, giving it a cheerful, playful personality.",,,https://www.feltandyarn.com/halloween/1304-6993-5cm-cute-halloween-cheeky-felt-pumpkin.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1sCxVAmKq2baz10qYZq33c9i11x9Os2xe?usp=drive_link,,,Halloween,"Craft, Decor",
45,3cm Jack O' Lantern Pumpkin,https://www.feltandyarn.com/17442-large_default/3cm-handcrafted-felt-jack-o-lantern-pumpkin.jpg,,3JLAT,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",7.00, ,5602.10.00,The base is wet felted. It is crafted from orange wool with needled felted yellow mouth and the eyes. It has topped with a green felt stem. ,,,https://www.feltandyarn.com/halloween/2614-37253-3cm-handcrafted-felt-jack-o-lantern-pumpkin.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1qlEJa6XdghQyxJoL9C50TIBkvpj769XR?usp=drive_link,,,Halloween,"Craft, Decor",
46,Red Devil Toy,,,DEVTO,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",9.00,,5602.10.00,"It has the height of 9cm. Dressed in the a charming Red, Beelzebub onesie and sporting a cute trident",,,https://www.feltandyarn.com/halloween/1356-7047-9cm-felt-red-devil-toy.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1Br-Njxqh1TLLFJRiIiNZ7GGBF3T2fEvL?usp=drive_link,,,Halloween,"Craft, Decor",
47,Screaming Ghost,,,SCEM,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",11.00,,5602.10.00,"The age-old signature wide-mouthed expression is softened into a cuter face, with pink cheeks, big eyes, and a sweet little black robe",,,https://www.feltandyarn.com/halloween/1350-7041-8cm-felt-screaming-ghost.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1jSHhS-K5-gJDFUuo129SQVKLITEn0qSq?usp=drive_link,,,Halloween,Hanging,
48,Coco Skeleton,,,COC,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",18.00,,5602.10.00,"It is a handmade felted skeleton doll inspired by festive Day of the Dead and Halloween themes. It features a black felt body decorated with white felt bones, carefully stitched to resemble a skeleton. The skull is detailed with colorful accents—red, blue, and pink—giving it a playful, sugar-skull style expression. Soft, lightweight, and full of character, this piece makes a perfect seasonal decoration, collectible, or fun accent for Halloween parties and Día de los Muertos displays.",,,https://www.feltandyarn.com/halloween/2262-38800-13cm-coco-wool-felt-skeleton.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1_Edry3uXo4gqPbruLx4KS0crwKo9afgo?usp=drive_link,,,Halloween,Hanging,
49,Spider Web,,,SPIWB,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",12.00,,5602.10.00,The base is wet felted with soft black wool. It is in hexagon shape. The width is 12cm. The white stitching on the top of it making a perfect spider web.,,,https://www.feltandyarn.com/halloween/2273-23644-12cm-wool-felt-spider-web.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1jronAOwYOJqONZyf1D7McZvXz60tKs2-?usp=drive_link,,,Halloween,"Craft, Decor",
50,Spooky Monster,,,SPOM,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",20.00,,5602.10.00,The base is wet felted with soft white wool. It has the big black eyes with red dripping blood. The big.black smiling mouth has the white teeth. The red horn are sewed on the top of it., ,,https://www.feltandyarn.com/halloween/2443-31811-6cm-felt-devil-spooky-monster.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1556seTif8SpRCZh8yDbJHZeD0zlAwWTp?usp=drive_link,,,Halloween,"Craft, Decor",
51,Pumpkin,,,PUM,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",10.00,,5602.10.00,It is crafted with orage felted wool.  The green deep ridges with stem making a simple and real pumpkin looks,,,https://www.feltandyarn.com/halloween/1521-19262-6cm-needle-felted-pumpkins.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1_y1dZ6teb1RqTp-PNmalJzFhjzmj85lb?usp=drive_link,,,Halloween,"Craft, Decor",
52,Mummy Head,,,MUMHD,--- Holiday & Seasonal Shapes,Wet Felting,16.00,,5602.10.00,It is wrapped with white cloth all over the face. It has the black eyes.,,,https://www.feltandyarn.com/halloween/1368-7061-8cm-white-felt-mummy-head-ornament.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1ccDc0KC_MqNjvOpKZOSWQ8EgqZhuBkSy?usp=drive_link,,,Halloween,"Craft, Decor",
