SN,Product Name,Image Link,Photo,"Product label
(3-5 Characters)",Category Name,Processes,"Weight 
(gm)","Cost Price
(Nrs)",HS CODE,Description,"Variations
Color Code",Tags,"Product Image
Website Link","Product_image
(Drive Link)",Attributes,Additional Category,Occassion,Type,stock
18,33cm Tulip,https://www.feltandyarn.com/18963-large_default/bulk-handmade-felt-tulip-flowers.jpg,,TULIP,--- Flowers & Succulents,"Wet Felting, Sewing",14.00,,5602.10.00,"The bloom is made from soft felt formed slightly opened tulip cup shape in a gentle color. It is attached to a long, thin, flexible stem covered in dark green felt. A prominent feature is the single, large, folded felt leaf that wraps around the stem, also in dark green.",,,https://www.feltandyarn.com/felt-flowers-plants/2711-38444-bulk-handmade-felt-tulip-flowers.html#/2368-design-felt_purple_tulip,https://drive.google.com/drive/folders/1jsS26XTs-9d9Z9_V7IJtA2PiTLxP80BU?usp=drive_link,,,,,
19,29.5cm Hyacinth,https://www.feltandyarn.com/18998-large_default/bulk-handmade-felt-hyacinth-flowers.jpg,,HYACI,--- Flowers & Succulents,"Wet Felting, Sewing",14.00,,5602.10.00,"The flower spike is densely constructed from numerous small  layered pieces of  yellow forming a textured, cylindrical head. At the base of the bloom, two small, pointed pieces of dark green felt represent the leaves . The flower head is attached to a long, thin stem covered in dark green felt.",,,https://www.feltandyarn.com/felt-flowers-plants/2718-38465-bulk-handmade-felt-hyacinth-flowers.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1RGlo90P1osGIkCe3avz36JIdtdpsfWWL?usp=drive_link,,,,,
20,27cm Sunflower,https://www.feltandyarn.com/19005-large_default/wool-felt-sunflowers-for-wholesale.jpg,,SUNFR,--- Flowers & Succulents,"Wet Felting, Sewing",14.00,,5602.10.00,"The design features a stylized sunflower head with bright golden yellow felt petals surrounding a dense, circular black felt center. The flower is attached to a flexible stem covered in dark green felt, which also includes a small felt leaf detail.",,,https://www.feltandyarn.com/felt-flowers-plants/2719-38470-wool-felt-sunflowers-for-wholesale.html#/391-package-25_pieces,https://drive.google.com/drive/folders/1AkAMQw8rSB966snlUL62ntBlVpJPqOVE?usp=drive_link,,,,,
21,16cm Daisy,https://www.feltandyarn.com/18991-large_default/mini-felt-daisy-flowers-bulk-handmade.jpg,,DAISY,--- Flowers & Succulents,"Wet Felting, Sewing",8.00,,5602.10.00,"The bloom is composed of felted wool balls, a central large ball surrounded by the smaller balls that act as petal. The flower head is attached to a thin, flelxible stem covered in dark green felt.",,,https://www.feltandyarn.com/felt-flowers-plants/2716-38457-mini-felt-daisy-flowers-bulk-handmade.html#/2376-design-felt_red_white_daisy_flower,https://drive.google.com/drive/folders/1kYzuBGIr6AnAd6R1IEnIlg-7xJThxaAY?usp=drive_link,,,,,
22,36cm Roses with Gypsy,https://www.feltandyarn.com/16498-large_default/handmade-felt-roses-with-gypsy.jpg,,ROSES,--- Flowers & Succulents,"Wet Felting, Sewing",27.00,,5602.10.00,"The flower is made with multiple soft layer of swirling petals that represent the roses. On the middles of the roses the tiny white balls on the thin stem acts as gypsy. All the roses are attached to thin, flexible dark green felt .",,,https://www.feltandyarn.com/felt-flowers-plants/2542-35504-handmade-felt-roses-with-gypsy.html#/2170-decors-red_rose,https://drive.google.com/drive/folders/1sSIuJxL_F840OfNxDYnLYDAA6ExarDjT?usp=drive_link,,,Valentines Day,,
23,,,,,,,,,5602.10.00,,,,,,,,,,
24,,,,,,,,,5602.10.00,,,,,,,,,,
25,,,,,,,,,5602.10.00,,,,,,,,,,
26,,,,,,,,,5602.10.00,,,,,,,,,,
27,,,,,,,,,5602.10.00,,,,,,,,,,
28,,,,,,,,,5602.10.00,,,,,,,,,,
29,,,,,,,,,5602.10.00,,,,,,,,,,
30,,,,,,,,,5602.10.00,,,,,,,,,,
31,,,,,,,,,5602.10.00,,,,,,,,,,
32,,,,,,,,,5602.10.00,,,,,,,,,,
33,,,,,,,,,5602.10.00,,,,,,,,,,
34,,,,,,,,,5602.10.00,,,,,,,,,,
35,,,,,,,,,5602.10.00,,,,,,,,,,
36,,,,,,,,,5602.10.00,,,,,,,,,,
37,,,,,,,,,5602.10.00,,,,,,,,,,
38,,,,,,,,,5602.10.00,,,,,,,,,,
39,,,,,,,,,5602.10.00,,,,,,,,,,
40,,,,,,,,,5602.10.00,,,,,,,,,,
41,,,,,,,,,5602.10.00,,,,,,,,,,
42,,,,,,,,,5602.10.00,,,,,,,,,,
43,,,,,,,,,5602.10.00,,,,,,,,,,
44,,,,,,,,,5602.10.00,,,,,,,,,,
45,,,,,,,, ,5602.10.00,,,,,,,,,,
46,,,,,,,,,5602.10.00,,,,,,,,,,
47,,,,,,,,,5602.10.00,,,,,,,,,,
48,,,,,,,,,5602.10.00,,,,,,,,,,
49,,,,,,,,,5602.10.00,,,,,,,,,,
50,,,,,,,,,5602.10.00,, ,,,,,,,,
51,,,,,,,,,5602.10.00,,,,,,,,,,
52,,,,,,,,,5602.10.00,,,,,,,,,,
53,,,,,,,,,5602.10.00,,,,,,,,,,
54,,,,,,,,,5602.10.00,,,,,,,,,,
55,,,,,,,,,5602.10.00,,,,,,,,,,
56,,,,,,,,,5602.10.00,,,,,,,,,,
57,,,,,,,,,5602.10.00,,,,,,,,,,
58,,,,,,,,,5602.10.00,,,,,,,,,,
59,,,,,,,,,5602.10.00,,,,,,,,,,
60,,,,,,,,,5602.10.00,,,,,,,,,,
61,,,,,,,,,5602.10.00,,,,,,,,,,
62,,,,,,,,,5602.10.00,,,,,,,,,,
63,,,,,,,,,5602.10.00,,,,,,,,,,
64,,,,,,,,,5602.10.00,,,,,,,,,,
65,,,,,,,,,5602.10.00,,,,,,,,,,
66,,,,,,,,,5602.10.00,,,,,,,,,,
67,,,,,,,,,5602.10.00,,,,,,,,,,
68,,,,,,,,,5602.10.00,,,,,,,,,,
69,,,,,,,,,5602.10.00,,,,,,,,,,
70,,,,,,,,,5602.10.00,,,,,,,,,,
71,,,,,,,,,5602.10.00,,,,,,,,,,
72,,,,,,,,,5602.10.00,,,,,,,,,,
73,,,,,,,,,5602.10.00,,,,,,,,,,
74,,,,,,,,,5602.10.00,,,,,,,,,,
75,,,,,,,,,5602.10.00,,,,,,,,,,
76,,,,,,,,,5602.10.00,,,,,,,,,,
77,,,,,,,,,5602.10.00,,,,,,,,,,
78,,,,,,,,,5602.10.00,,,,,,,,,,
79,,,,,,,,,5602.10.00,,,,,,,,,,
80,,,,,,,,,5602.10.00,,,,,,,,,,
81,,,,,,,,,5602.10.00,,,,,,,,,,
82,,,,,,,,,5602.10.00,,,,,,,,,,
83,,,,,,,,,5602.10.00,,,,,,,,,,
84,,,,,,,,,5602.10.00,,,,,,,,,,
85,,,,,,,,,5602.10.00,,,,,,,,,,
86,,,,,,,,,5602.10.00,,,,,,,,,,
87,,,,,,,,,5602.10.00,,,,,,,,,,
88,,,,,,,,,5602.10.00,,,,,,,,,,
89,,,,,,,,,5602.10.00,,,,,,,,,,
90,,,,,,,,,5602.10.00,,,,,,,,,,
91,,,,,,,,,5602.10.00,,,,,,,,,,
92,,,,,,,,,5602.10.00,,,,,,,,,,
93,,,,,,,,,5602.10.00,,,,,,,,,,
94,,,,,,,,,5602.10.00,,,,,,,,,,
95,,,,,,,,,5602.10.00,,,,,,,,,,
96,,,,,,,,,5602.10.00,,,,,,,,,,
97,,,,,,,,,5602.10.00,,,,,,,,,,
98,,,,,,,,,5602.10.00,,,,,,,,,,
99,,,,,,,,,5602.10.00,,,,,,,,,,
100,,,,,,,,,5602.10.00,,,,,,,,,,
101,,,,,,,,,5602.10.00,,,,,,,,,,
102,,,,,,,,,5602.10.00,,,,,,,,,,
103,,,,,,,,,5602.10.00,,,,,,,,,,
104,,,,,,,,,5602.10.00,,,,,,,,,,
105,,,,,,,,,5602.10.00,,,,,,,,,,
106,,,,,,,,,5602.10.00,,,,,,,,,,
107,,,,,,,,,5602.10.00,,,,,,,,,,
108,,,,,,,,,5602.10.00,,,,,,,,,,
109,,,,,,,,,5602.10.00,,,,,,,,,,
110,,,,,,,,,5602.10.00,,,,,,,,,,
111,,,,,,,,,5602.10.00,,,,,,,,,,
112,,,,,,,,,5602.10.00,,,,,,,,,,
113,,,,,,,,,5602.10.00,,,,,,,,,,
114,,,,,,,,,5602.10.00,,,,,,,,,,
115,,,,,,,,,5602.10.00,,,,,,,,,,
116,,,,,,,,,5602.10.00,,,,,,,,,,
117,,,,,,,,,5602.10.00,,,,,,,,,,
118,,,,,,,,,5602.10.00,,,,,,,,,,
119,,,,,,,,,5602.10.00,,,,,,,,,,
120,,,,,,,,,5602.10.00,,,,,,,,,,
121,,,,,,,,,5602.10.00,,,,,,,,,,
122,,,,,,,,,5602.10.00,,,,,,,,,,
123,,,,,,,,,5602.10.00,,,,,,,,,,
124,,,,,,,,,5602.10.00,,,,,,,,,,
125,,,,,,,,,5602.10.00,,,,,,,,,,
126,,,,,,,,,5602.10.00,,,,,,,,,,
127,,,,,,,,,5602.10.00,,,,,,,,,,
128,,,,,,,,,5602.10.00,,,,,,,,,,
129,,,,,,,,,5602.10.00,,,,,,,,,,
130,,,,,,,,,5602.10.00,,,,,,,,,,
131,,,,,,,,,5602.10.00,,,,,,,,,,
132,,,,,,,,,5602.10.00,,,,,,,,,,
133,,,,,,,,,5602.10.00,,,,,,,,,,
134,,,,,,,,,5602.10.00,,,,,,,,,,
135,,,,,,,,,5602.10.00,,,,,,,,,,
136,,,,,,,,,5602.10.00,,,,,,,,,,
137,,,,,,,,,5602.10.00,,,,,,,,,,
138,,,,,,,,,5602.10.00,,,,,,,,,,
139,,,,,,,,,5602.10.00,,,,,,,,,,
140,,,,,,,,,5602.10.00,,,,,,,,,,
141,,,,,,,,,5602.10.00,,,,,,,,,,
142,,,,,,,,,5602.10.00,,,,,,,,,,
143,,,,,,,,,5602.10.00,,,,,,,,,,
144,,,,,,,,,5602.10.00,,,,,,,,,,
145,,,,,,,,,5602.10.00,,,,,,,,,,
146,,,,,,,,,5602.10.00,,,,,,,,,,
147,,,,,,,,,5602.10.00,,,,,,,,,,
148,,,,,,,,,5602.10.00,,,,,,,,,,
149,,,,,,,,,5602.10.00,,,,,,,,,,
150,,,,,,,,,5602.10.00,,,,,,,,,,
151,,,,,,,,,5602.10.00,,,,,,,,,,
152,,,,,,,,,5602.10.00,,,,,,,,,,
153,,,,,,,,,5602.10.00,,,,,,,,,,
154,,,,,,,,,5602.10.00,,,,,,,,,,
155,,,,,,,,,5602.10.00,,,,,,,,,,
156,,,,,,,,,5602.10.00,,,,,,,,,,
157,,,,,,,,,5602.10.00,,,,,,,,,,
158,,,,,,,,,5602.10.00,,,,,,,,,,
159,,,,,,,,,5602.10.00,,,,,,,,,,
160,,,,,,,,,5602.10.00,,,,,,,,,,
161,,,,,,,,,5602.10.00,,,,,,,,,,
162,,,,,,,,,5602.10.00,,,,,,,,,,
163,,,,,,,,,5602.10.00,,,,,,,,,,
164,,,,,,,,,5602.10.00,,,,,,,,,,
165,,,,,,,,,5602.10.00,,,,,,,,,,
166,,,,,,,,,5602.10.00,,,,,,,,,,
167,,,,,,,,,5602.10.00,,,,,,,,,,
168,,,,,,,,,5602.10.00,,,,,,,,,,
169,,,,,,,,,5602.10.00,,,,,,,,,,
170,,,,,,,,,5602.10.00,,,,,,,,,,
171,,,,,,,,,5602.10.00,,,,,,,,,,
172,,,,,,,,,5602.10.00,,,,,,,,,,
173,,,,,,,,,5602.10.00,,,,,,,,,,
174,,,,,,,,,5602.10.00,,,,,,,,,,
175,,,,,,,,,5602.10.00,,,,,,,,,,
176,,,,,,,,,5602.10.00,,,,,,,,,,
177,,,,,,,,,5602.10.00,,,,,,,,,,
178,,,,,,,,,5602.10.00,,,,,,,,,,
179,,,,,,,,,5602.10.00,,,,,,,,,,
180,,,,,,,,,5602.10.00,,,,,,,,,,
181,,,,,,,,,5602.10.00,,,,,,,,,,
182,,,,,,,,,5602.10.00,,,,,,,,,,
183,,,,,,,,,5602.10.00,,,,,,,,,,
184,,,,,,,,,5602.10.00,,,,,,,,,,
185,,,,,,,,,5602.10.00,,,,,,,,,,
186,,,,,,,,,5602.10.00,,,,,,,,,,
187,,,,,,,,,5602.10.00,,,,,,,,,,
188,,,,,,,,,5602.10.00,,,,,,,,,,
189,,,,,,,,,5602.10.00,,,,,,,,,,
190,,,,,,,,,5602.10.00,,,,,,,,,,
191,,,,,,,,,5602.10.00,,,,,,,,,,
192,,,,,,,,,5602.10.00,,,,,,,,,,
193,,,,,,,,,5602.10.00,,,,,,,,,,
194,,,,,,,,,5602.10.00,,,,,,,,,,
195,,,,,,,,,5602.10.00,,,,,,,,,,
196,,,,,,,,,5602.10.00,,,,,,,,,,
197,,,,,,,,,5602.10.00,,,,,,,,,,
198,,,,,,,,,5602.10.00,,,,,,,,,,
199,,,,,,,,,5602.10.00,,,,,,,,,,
200,,,,,,,,,5602.10.00,,,,,,,,,,
201,,,,,,,,,5602.10.00,,,,,,,,,,
202,,,,,,,,,5602.10.00,,,,,,,,,,
203,,,,,,,,,5602.10.00,,,,,,,,,,
204,,,,,,,,,5602.10.00,,,,,,,,,,
205,,,,,,,,,5602.10.00,,,,,,,,,,
206,,,,,,,,,5602.10.00,,,,,,,,,,
207,,,,,,,,,5602.10.00,,,,,,,,,,
208,,,,,,,,,5602.10.00,,,,,,,,,,
209,,,,,,,,,5602.10.00,,,,,,,,,,
210,,,,,,,,,5602.10.00,,,,,,,,,,
211,,,,,,,,,5602.10.00,,,,,,,,,,
212,,,,,,,,,5602.10.00,,,,,,,,,,
213,,,,,,,,,5602.10.00,,,,,,,,,,
214,,,,,,,,,5602.10.00,,,,,,,,,,
215,,,,,,,,,5602.10.00,,,,,,,,,,
216,,,,,,,,,5602.10.00,,,,,,,,,,
217,,,,,,,,,5602.10.00,,,,,,,,,,
218,,,,,,,,,5602.10.00,,,,,,,,,,
219,,,,,,,,,5602.10.00,,,,,,,,,,
220,,,,,,,,,5602.10.00,,,,,,,,,,
221,,,,,,,,,5602.10.00,,,,,,,,,,
222,,,,,,,,,5602.10.00,,,,,,,,,,
223,,,,,,,,,5602.10.00,,,,,,,,,,
224,,,,,,,,,5602.10.00,,,,,,,,,,
225,,,,,,,,,5602.10.00,,,,,,,,,,
226,,,,,,,,,5602.10.00,,,,,,,,,,
227,,,,,,,,,5602.10.00,,,,,,,,,,
228,,,,,,,,,5602.10.00,,,,,,,,,,
229,,,,,,,,,5602.10.00,,,,,,,,,,
230,,,,,,,,,5602.10.00,,,,,,,,,,
231,,,,,,,,,5602.10.00,,,,,,,,,,
232,,,,,,,,,5602.10.00,,,,,,,,,,
233,,,,,,,,,5602.10.00,,,,,,,,,,
234,,,,,,,,,5602.10.00,,,,,,,,,,
235,,,,,,,,,5602.10.00,,,,,,,,,,
236,,,,,,,,,5602.10.00,,,,,,,,,,
237,,,,,,,,,5602.10.00,,,,,,,,,,
238,,,,,,,,,5602.10.00,,,,,,,,,,
239,,,,,,,,,5602.10.00,,,,,,,,,,
240,,,,,,,,,5602.10.00,,,,,,,,,,
241,,,,,,,,,5602.10.00,,,,,,,,,,
242,,,,,,,,,5602.10.00,,,,,,,,,,
243,,,,,,,,,5602.10.00,,,,,,,,,,
244,,,,,,,,,5602.10.00,,,,,,,,,,
245,,,,,,,,,5602.10.00,,,,,,,,,,
246,,,,,,,,,5602.10.00,,,,,,,,,,
247,,,,,,,,,5602.10.00,,,,,,,,,,
248,,,,,,,,,5602.10.00,,,,,,,,,,
249,,,,,,,,,5602.10.00,,,,,,,,,,
250,,,,,,,,,5602.10.00,,,,,,,,,,
251,,,,,,,,,5602.10.00,,,,,,,,,,
252,,,,,,,,,5602.10.00,,,,,,,,,,
253,,,,,,,,,5602.10.00,,,,,,,,,,
254,,,,,,,,,5602.10.00,,,,,,,,,,
255,,,,,,,,,5602.10.00,,,,,,,,,,
256,,,,,,,,,5602.10.00,,,,,,,,,,
257,,,,,,,,,5602.10.00,,,,,,,,,,
258,,,,,,,,,5602.10.00,,,,,,,,,,
259,,,,,,,,,5602.10.00,,,,,,,,,,
260,,,,,,,,,5602.10.00,,,,,,,,,,
261,,,,,,,,,5602.10.00,,,,,,,,,,
262,,,,,,,,,5602.10.00,,,,,,,,,,
263,,,,,,,,,5602.10.00,,,,,,,,,,
264,,,,,,,,,5602.10.00,,,,,,,,,,
265,,,,,,,,,5602.10.00,,,,,,,,,,
266,,,,,,,,,5602.10.00,,,,,,,,,,
267,,,,,,,,,5602.10.00,,,,,,,,,,
268,,,,,,,,,5602.10.00,,,,,,,,,,
269,,,,,,,,,5602.10.00,,,,,,,,,,
270,,,,,,,,,5602.10.00,,,,,,,,,,
271,,,,,,,,,5602.10.00,,,,,,,,,,
272,,,,,,,,,5602.10.00,,,,,,,,,,
273,,,,,,,,,5602.10.00,,,,,,,,,,
274,,,,,,,,,5602.10.00,,,,,,,,,,
275,,,,,,,,,5602.10.00,,,,,,,,,,
276,,,,,,,,,5602.10.00,,,,,,,,,,
277,,,,,,,,,5602.10.00,,,,,,,,,,
278,,,,,,,,,5602.10.00,,,,,,,,,,
279,,,,,,,,,5602.10.00,,,,,,,,,,
280,,,,,,,,,5602.10.00,,,,,,,,,,
281,,,,,,,,,5602.10.00,,,,,,,,,,
282,,,,,,,,,5602.10.00,,,,,,,,,,
283,,,,,,,,,5602.10.00,,,,,,,,,,
