SN,Product Name,Image Link,Photo,"Product label
(3-5 Characters)",Category Name,Processes,"Weight 
(gm)","Cost Price
(Nrs)",HS CODE,Description,"Variations
Color Code",Tags,"Product Image
Website Link","Product_image
(Drive Link)",Attributes,Additional Category,Occassion,Type,stock
12,7cm Snowflakes with Face,,,7SNFK,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",6.00,,5602.10.00,"It is crafted from soft,white felted wool. The ornament has a whimsical, irregular star-like or cloud-like shape, evoking a sense of a fluffy snowflake or a happy snow creature. It features a hand-stitched ""smiley face"" with black eyes and a small, curved mouth, accented by charming pink rosy cheeks.",,,https://www.feltandyarn.com/christmas/2026-18487-8cm-smily-felt-snowflakes-ornament.html#/393-package-35_pieces,https://drive.google.com/drive/folders/1wnwsqw1IyPFYEPMbgar471Www-_vUuF5?usp=drive_link,,,Christmas,Hanging,
13,7x7cm Elf Boots,,,7ELFBT,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing",9.00,,5602.10.00,"The ornament is shaped like a charming, whimsical elf shoe with a distinctive pointed, upturned toe. The body of the elf shoe is a vibrant blue, complemented by a small, round yellow felt ball attached to its pointed tip, adding a playful accent.",,,https://www.feltandyarn.com/christmas/2015-17902-7x7cm-blue-elf-boot-christmas-decoration.html#/390-package-20_pieces,https://drive.google.com/drive/folders/1eyNdnj0_90iY14D0haplTnUxgQkhesTl?usp=drive_link,,,Christmas,Hanging,
14,4cm Gingerbread Man,,,4GBMAN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",3.00,,5602.10.00,"Crafted from soft brown wool felt.Features the classic gingerbread man shape with white ""icing"" detailing stitched on the arms, legs, and face, including a smile and eye details (likely beads). Adorned with a red felt ""bow tie"" or scarf around its neck, and small red beads resembling buttons on the chest.",,,https://www.feltandyarn.com/christmas/1989-17750-4cm-felt-gingerbread-man.html#/1366-craft_supplies_design-stitched_chocolate39,https://drive.google.com/drive/folders/1B5oazCiwPWDFJhpsEMEd0xW5VApgANXI?usp=drive_link,,,Christmas,"Craft, Decor",
15,6cm Present Bauble,,,6BAUB,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",37.00,,5602.10.00,"It is crafted from soft felt or wool, often needle-felted, giving it a slightly textured, fuzzy appearance. It is shaped like a cheerful Brussels sprout, featuring an embroidered smiling face with black eyes and pink cheeks for a whimsical, ""kawaii"" aesthetic. It's adorned with a small red bow at the top, and includes a string hanger for easy display.",,,https://www.feltandyarn.com/christmas/1589-6793-6cm-green-felt-christmas-present.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1cRk3MIrTnEik5yLLefJo_tmxNyGwpi65?usp=drive_link,,,Christmas,Hanging,
16,"29cm Egg Warmer
(Stock chhaina vane no need to list)",https://www.feltandyarn.com/17857-large_default/29cm-festive-wool-felt-egg-warmer.jpg,,EGWMR,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",38.00,,5602.10.00,"It features a tall, pointed red hat, a prominent fluffy white beard, and a small, often contrasting, nose, giving it the whimsical appearance of a Santa Claus. ",,,https://www.feltandyarn.com/christmas/1527-6779-29cm-festive-wool-felt-egg-warmer.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1lZJlUyCr-GzJ0fw5Ddc8ndCVOiNxsF-w?usp=drive_link,,,Christmas,"Craft, Decor",
17,10cm Snowflakes,,,10SNFK,--- Holiday & Seasonal Shapes,Wet Felting,3.00,,5602.10.00,"It is crafted with the soft felted wool. It has the slightly fuzzy texture on the edge. It has intricately cut into a classic snowflake shape with multiple points and a star-shaped cutout in the center, embodying a traditional winter motif.",,,https://www.feltandyarn.com/christmas/1526-8093-10cm-white-felt-snowflakes.html#/401-package-100_pieces,https://drive.google.com/drive/folders/1H-eO1hJOyoeS-CRGhiuCno7V5HnWVWsv?usp=drive_link,,,Christmas,"Craft, Decor",
18,"15cm Christmas Tree
(Stock chhaina vane no need to list)",https://www.feltandyarn.com/3327-large_default/christmas-tree.jpg,Loading...,CHTRE,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing",8.00,,5602.10.00,"The base is wet felted. It is designed as miniature,layered Christmas trees with a conical shape.Small, breads like emblishments are applied to each layer, adding a decorative touch. The christmas tree has a thread on the top allowing to easily hung.",,,https://www.feltandyarn.com/christmas/1464-16588-christmas-tree.html#/1122-craft_supplies_design-tree_white,,base color,,Christmas,Hanging,
19,8cm Mistletoe,https://www.feltandyarn.com/17858-large_default/felt-christmas-holly-mistletoe-ornament.jpg,,8MTOE,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing",4.00,,5602.10.00,"The ornament features the classic festive imagery of holly leaves with a cluster of bright red felt berries at its center, resembling mistletoe. The leaves are typically cut in a distinctive, jagged holly leaf shape. ",,,https://www.feltandyarn.com/christmas/1413-7607-felt-christmas-holly-mistletoe-ornament.html#/390-package-20_pieces,https://drive.google.com/drive/folders/14b5K85JQViKM3czlqPKTURS1i1ikWTTv?usp=drive_link,,,Christmas,"Craft, Decor",
20,10cm Snowman,https://www.feltandyarn.com/17869-large_default/10cm-wool-felt-winter-snowman.jpg,,10SMAN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",14.00,,5602.10.00,"It is crafted from felted wool. The snowman features a classic design with a black top hat, a bright orange nose and small black dots for eyes and buttons on its lower body. Its most distinctive feature is the cozy, hand-knitted green sweater, suggesting warmth and winter cheer. A small string is attached on the top of it's head.",,,https://www.feltandyarn.com/christmas/1901-14380-10cm-wool-felt-winter-snowman.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1e_ljELqdHze9Zcoi0ebAZmdTQUzfZFbM?usp=drive_link,,,Christmas,Hanging,
21,9x7cm Winter Beaver,,,9BEAVR,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing, Needling",20.00,,5602.10.00,"The ornament features a beaver figure dressed in festive winter attire, including a red and white Santa hat and a matching red scarf.",,,https://www.feltandyarn.com/christmas/1903-14385-wool-felt-winter-beaver.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1h1COHzoM4DpATUPuYRXIzQBACYcZtqd3?usp=drive_link,,,Christmas,Hanging,
22,8cm Fireplace,,,8FRPLC,--- Holiday & Seasonal Shapes,"Wet Felting, Sewing, Needling",24.00,,5602.10.00,"The base is wet felted. It has the miniature, cozy fireplace design, complete with the glowing flame, and festive red heart accents on top.",,,https://www.feltandyarn.com/christmas/1307-8333-felt-christmas-fireplace-ornament.html#/389-package-15_pieces,https://drive.google.com/drive/folders/1kceHl2hAjNJI_v8XyCCF58CDgFcdHhwb?usp=drive_link,,,Christmas,Hanging,
23,12x8cm Elf Head,https://www.feltandyarn.com/16983-large_default/handmade-felt-elf-head-ornament.jpg,,12ELFH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",10.00,,5602.10.00,"It has a whimsical and colorful appearance, showcasing an adorable elf head with a serene, peaceful expression and blonde hair, all topped with a vibrant pink and yellow conical hat, finished with a green felt ball at the tip.",,,https://www.feltandyarn.com/christmas/1814-8100-handmade-felt-elf-head-ornament.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1RJVVTCBpr33qRp0BhihxAt7__sGyvTFg?usp=drive_link,,,Christmas,Hanging,
24,8cm Cracker,,,8CRKR,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",5.00,,5602.10.00,"The handmade Cracker is crafted using natural wool. It is shaped like wrapped candy with a green body and red ends. accented with black needled details such as smiling mouth, cheeky eys, and ears.",,,https://www.feltandyarn.com/christmas/1813-8111-felt-cheeky-festive-cracker.html#/385-package-5_pieces,,,,Christmas,Hanging,
25,6cm Bauble,https://www.feltandyarn.com/16006-large_default/6cm-red-felt-bauble-christmas-ornament.jpg,,6BAUBL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",15.00,,5602.10.00,"A vibrant red, spherical body crafted from soft felt material has distinctive black elongeted conical top, resembling the stem and simple needled happy face in black. On the top of it a thread is attached.",,,https://www.feltandyarn.com/christmas/1811-35177-6cm-red-felt-bauble-christmas-ornament.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1rzjdJSu1GiH6VEFzI4ImmZfywtTPGWYG?usp=drive_link,,,Christmas,Hanging,
26,6cm Jumper,,,6JMPR,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",8.00,,5602.10.00,"The ornament is shaped like a miniature red Christmas Jumper, adorned with a central embelishment that resemble a cupcake design in white,brown and green felt. The base is wet felted and design is needled.",,,https://www.feltandyarn.com/christmas/1305-35178-red-mini-christmas-felt-jumper.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1nf0eEF3w-rgjGIB9iSaoC4T3DJyloz19?usp=drive_link,,,Christmas,Hanging,
27,10cm Robin Bird,,,10ROBN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",22.00,,5602.10.00,"Crafted from natural wool using the wet felting technique, it typically features a brown or grey body, a bright red breast, and small black eyes, capturing the bird’s charming look. Lightweight and soft, it comes with a hanging thread, making it ideal for Christmas trees, winter décor, or nature-themed displays.",,,https://www.feltandyarn.com/christmas/1812-23707-10cm-christmas-felt-robin-bird.html#/388-package-10_pieces/1465-craft_supplies_design-design_robins_1,https://drive.google.com/drive/folders/1eDpYpUJQjL4GAYoKEdv-XmakCN1xxYKZ?usp=drive_link,base color,,Christmas,Hanging,
28,7cm Mitten,,,7MTN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",10.00,,5602.10.00,"A red mitten ornament is a handmade felt decoration crafted from natural wool using the wet felting technique. Designed in a classic mitten shape, it features a bright red body with white or decorative accents, giving it a cozy winter look.",,,https://www.feltandyarn.com/christmas/1779-6903-wool-felt-red-mitten-for-christmas-decorations.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1wBilAxa3Yf2UPpymExGM4T91Lu_VGBEH?usp=drive_link,,,Christmas,"Craft, Decor",
29,10cm Penguin,,,10PNGN,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",20.00,,5602.10.00,The penguins have the height of 10cm. It is crefted with the grey soft wool. It has the orange nose and legs and black eyes. The body has the white with christmas tree design. The christmas tree has mulltiple color options. ,,,https://www.feltandyarn.com/christmas/1754-19224-10cm-felt-tree-design-christmas-penguin.html#/1514-christmas-kelly_green_penguin,https://drive.google.com/drive/folders/1ZGCDL9ex3DboK2E0aKt6HJTrbeAzI8sy?usp=drive_link,tree color,,Christmas,"Craft, Decor",
30,3cm Santa Belt Ball,,,3BLTB,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",10.00,,5602.10.00,The size of the ball is 3cm. It has the black belt design with the yellow buckle. The base is wet felted.,,,https://www.feltandyarn.com/christmas/1753-19173-3cm-multicolor-felt-ball-with-buckle.html#/1507-christmas-red,https://drive.google.com/drive/folders/1hGfB6-STs1Yn3Bbhyx5r5P8ym41FOuJm?usp=drive_link,base color,,Christmas,"Craft, Decor",
31,11x7cm Bell Ornament,,,BELL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",13.00,,5602.10.00,The bell is wet felted using soft wool. The yellow body has the black and pink face and mouth design. A small bell attached with it. The top has leaf design sewed with it and a thread is attached with for hanging purpose. ,,,https://www.feltandyarn.com/christmas/1746-6926-11x7cm-felt-yellow-bell-ornament.html#/385-package-5_pieces,https://drive.google.com/drive/folders/11E6c6pB8URDuSs-beTgFjtA2GFjbaDCt?usp=drive_link,,,Christmas,Hanging,
32,6.5cm Bulb,https://www.feltandyarn.com/17890-large_default/pink-felted-christmas-bulb-ornament.jpg,,BULB,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",19.00,,5602.10.00,The basll is 6.5cm tall. It has the black eye and smiling mouth and white star design on body. It has black socket on the top. The base is wet felted with soft pink wool.,,,https://www.feltandyarn.com/christmas/1716-6880-pink-felted-christmas-bulb-ornament.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1RDk9ZoVs-B4RzNNS-oBU-HA-yVzsPsPJ?usp=drive_link,,,Christmas,Hanging,
33,6cm Socks,,,SOCK,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",4.00,,5602.10.00,The sock has the color of scheme of red and white with constrasting hand whip stitching in white around the edges. It is crafted with red natural felted wool and white felt for cuff.,,,https://www.feltandyarn.com/christmas/1733-6894-6cm-red-mini-felt-christmas-socks-ornament.html#/388-package-10_pieces,,,,Christmas,Hanging,
34,7x6cm Gingerbread House,,,GNRHO,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",8.00,,5602.10.00,"It is shaped like gingerbread house featuring white frosting details on the roof and a chimney, adorned with red candy dots. The red with white strips candy cane acts like the door and white windows on the either side. ",,,https://www.feltandyarn.com/christmas/1688-6835-7x6cm-felt-gingerbread-house.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1ZxVW1HBnpxRVkmKNYPnGKN5IWIgWqAfD?usp=drive_link,,,Christmas,Hanging,
35,8cm Angel,,,ANGEL,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",10.00,,5602.10.00,"It is crafted with the soft felted wool. The angel featues a white body and wings, with contrasting yellow clad upper torso and a flesh tone face. It has deicate, rosy cheeks and  a simple peaceful expression.",,,https://www.feltandyarn.com/christmas/1685-6844-8cm-white-felt-angel-with-halo.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1FUKAtRxapKT_cEQFJBSPatGdwIqAcop_?usp=drive_link,,,Christmas,Hanging,
36,12x5cm Sloth,https://www.feltandyarn.com/5329-large_default/felt-sloth-hugging-christmas-gift-ornament.jpg,,SLOTH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",41.00,,5602.10.00,The base is wet felted. It features the white sloth wearing a festive red and white christmas hat. The sloth is depicted affectionately hugging a red with green strips bauble that has leaf on the top with its arms around it. It has a thread tided on the top for hung on christmas tree.,,,https://www.feltandyarn.com/christmas/1684-6815-felt-sloth-hugging-christmas-gift-ornament.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1yvMQok6rlQb7yuazZ9TJjo1q-NLCnLeb?usp=drive_link,,,Christmas,Hanging,
37,12cm Baby Jesus,,,BBYJS,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",29.00,,5602.10.00,"The baby jesus swddled in a yellow blanket with a serene slepping expression and closed eyes. It features simple yet charming details, such as the peaceful face and the contrasting white and yellow colors of the swaddling and blanket.",,,https://www.feltandyarn.com/christmas/1683-6820-felt-baby-jesus-for-nativity.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1nL7lcixSRj45NkNfgv4LLygYCciG_qai?usp=drive_link,,,Christmas,Hanging,
38,12x6cm Elf with Green Hat,,,ELF,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",14.00,,5602.10.00,"The charming elf with hat is crafted with wet felting technique. It featues the cheerful elf figure, with vibrant green body, a matching pointed hat,purple trousers, brown head, yellow hair, black face details such as eyes and smiling mouth and ears.",,,https://www.feltandyarn.com/christmas/1681-8106-felt-elf-with-green-hat.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1L-xqJtb3w16b8t5ClclvpZl6MNUW2eiE?usp=drive_link,,,Christmas,Hanging,
39,10cm Sprouts,,,SRUTS,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",21.00,,5602.10.00,"The sprout bauble is wet felted with the green soft wool. It has black eye,black mouth with shades of pink for inner mouth and pink for cheeks.",,,https://www.feltandyarn.com/christmas/1680-34200-felt-brussels-sprout-bauble-ornament.html#/385-package-5_pieces,,,,Christmas,,
40,8cm Dalmatian Dog,,,DOG,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",14.00,,5602.10.00,It is crafted with wet felting technique. It has the base color of white with the black for spots and face of dog. It has a thread to hung on christmas tree. ,,,https://www.feltandyarn.com/christmas/1674-4561-wool-felt-dalmatian-dog-ornament.html#/388-package-10_pieces/524-size-8_cm,https://drive.google.com/drive/folders/1VFxvhzqkUmaCrLSJLF2aqVBIzeMYgPc5?usp=drive_link,,,Christmas,Hanging,
41,10cm Snowman with Hat,https://www.feltandyarn.com/17897-large_default/christmas-felt-snowman-with-hat.jpg,,SNOH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",16.00,,5602.10.00," The snowman has a classic, rounded body, with black button details, a small pink ""cheek"" blush, and a black top hat . ",,,https://www.feltandyarn.com/christmas/1673-6825-christmas-felt-snowman-with-hat.html#/385-package-5_pieces,https://drive.google.com/drive/folders/1UEaS6cYdsCYgaY0UjT6badOVEvkEBo2D?usp=drive_link,,,Christmas,Hanging,
42,13x5cm Santa Claus,,,13X5,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",8.00,,5602.10.00,"Santa Claus design features the iconic red suit, white beard and hat with a pompom, and black belt, all crafted in a charming, soft with simple, handcrafted details like black bead eyes.",,,https://www.feltandyarn.com/christmas/1671-7898-13x5cm-christmas-felt-red-hat-santa-claus.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1wAgc7ZJD22S3-8RdOI6zbnyl2OVRD3aS?usp=drive_link,,,Christmas,Hanging,
43,10cm Bauble with Dots,https://www.feltandyarn.com/17905-large_default/felt-christmas-baubles-ornament-with-dots.jpg,,BAUDT,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",5.00,,5602.10.00,"The classic bauble shape in soft off-white felt, adorned with appliquéd red and green felt circles arranged in a cheerful, polka-dot-like pattern. Visible hand-stitching, particularly the blanket stitch along the edges, highlights their rustic, handcrafted charm, completed with a simple ribbon loop for hanging.",,,https://www.feltandyarn.com/christmas/1665-16692-felt-christmas-baubles-ornament-with-dots.html#/1126-craft_supplies_design-gcb,https://drive.google.com/drive/folders/1-lEWXVdXsVmZaVDD-aUvsgC4TAYAI84m?usp=drive_link,,,Christmas,Hanging,
44,11x6cm Babushka Doll,,,BABUK,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",10.00,,5602.10.00,"Felt babushka doll, inspired by traditional Russian matryoshka dolls. It features a layered design in vibrant red, white, and green felt, representing clothing, with a small, friendly face and orange hair, topped with a festive red ribbon for hanging. Adorning its green ""garment"" are small felt holly leaves with red bead berries, adding a touch of holiday cheer",,,https://www.feltandyarn.com/christmas/1664-6803-handmade-felted-babushka-doll-ornament.html#/390-package-20_pieces,,,,Christmas,Hanging,
45,9x8cm Santa Head,,,SNTHD,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",16.00,,5602.10.00,"It is charming, handmade Santa head ornament crafted from felt material, primarily in festive red and white colors. It features a round face with black bead eyes, a prominent red felt nose, and a fluffy white beard and mustache, all beneath a classic red Santa hat with a white brim, detailed with simple stitching.",,,https://www.feltandyarn.com/christmas/1663-8068-mini-santa-head.html#/392-package-30_pieces,,,,Christmas,"Craft, Decor",
46,8cm Icicles,https://www.feltandyarn.com/16059-large_default/8cm-felt-winter-icicles.jpg,,ICIC,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Sewing",10.00,,5602.10.00,"It is a charming, handmade needle-felted ghost ornament crafted from soft, turquoise wool. It features a round, slightly elongated body with a textured surface, and a simple, endearing face created with small black accents for eyes and a smiling mouth, all strung with a natural-toned twine loop for hanging.",,,https://www.feltandyarn.com/christmas/1625-8328-8cm-felt-winter-icicles.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1uvgYJQ76MeItNI7_cyPtS4wOAYheKelM?usp=drive_link,,,Christmas,Hanging,
47,12cm Rudolph,,,RUDPH,--- Holiday & Seasonal Shapes,"Wet Felting, Needling, Stitching",23.00,,5602.10.00,"This handcrafted felt ornament depicts Rudolph the Red-Nosed Reindeer, featuring a soft brown body adorned with white spots, white antlers, white ears, and a prominent, vibrant red nose, complete with a loop for hanging.",,,https://www.feltandyarn.com/christmas/1541-34687-12cm-christmas-felt-rudolph-ornament.html#/388-package-10_pieces,https://drive.google.com/drive/folders/1uRoiMPJVgGOmsCsjg5A0IBZpQUuwM0M7?usp=drive_link,base color,,Christmas,Hanging,
48,5cm Snowflake ball,https://www.feltandyarn.com/4047-large_default/5cm-christmas-felt-snowflake-ball.jpg,,5CMBA,--- Holiday & Seasonal Shapes,"Wet Felting, Stitching",16.00,,5602.10.00,"The base is wet felted. It has soft, textured finish with stitched snowflake design in multiple color. The size of the ball is 5cm.",,,https://www.feltandyarn.com/christmas/1550-7819-5cm-christmas-felt-snowflake-ball.html#/385-package-5_pieces,,,,Christmas,Hanging,
49,4cm Pudding,https://www.feltandyarn.com/17912-large_default/4cm-felt-mini-christmas-pudding.jpg,,PUDDG,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",12.00,,5602.10.00,"This charming decoration is shaped like a classic Christmas pudding, featuring a whimsical, embroidered face for a touch of personality. The top is artfully covered with white felt resembling drizzled icing, and from this emerges a festive sprig of two green felt holly leaves accented by three vibrant red felt berries. A simple thread is integrated at the top for convenient hanging.",,,https://www.feltandyarn.com/christmas/1547-34898-4cm-felt-mini-christmas-pudding.html#/2115-craft_supplies_design-pudding_design1,https://drive.google.com/drive/folders/1UqwTU34C0Q8SFEaK0tvoelYJ6Ps5UD_n?usp=drive_link,base color,,Christmas,Hanging,
50,7cm Stocking,,,STOKG,--- Holiday & Seasonal Shapes,"Wet Felting, Needling",7.00,,5602.10.00,The stocking is wet felted with the soft red wool. It featues the white star design. A white cuff accents on the top of stocking with a small smiling black mouth and eyes.,,,https://www.feltandyarn.com/christmas/1546-4490-wool-felt-red-stocking-for-christmas-tree-decor.html#/388-package-10_pieces/613-size-7_cm,https://drive.google.com/drive/folders/1PU4vB5BoWpLHUj4TsX2H6htr6OwThny4?usp=drive_link,,,Christmas,Hanging,
